t,I0-5,I5-10,I10-15,I15-20,I20-25,I25-30,I30-35,I35-40,I40-45,I45-50,I50-55,I55-60,I60-65,I65-70,I70-75,I75-80,I80-85,C0-5,C5-10,C10-15,C15-20,C20-25,C25-30,C30-35,C35-40,C40-45,C45-50,C50-55,C55-60,C60-65,C65-70,C70-75,C75-80,C80-85,D0-5,D5-10,D10-15,D15-20,D20-25,D25-30,D30-35,D35-40,D40-45,D45-50,D50-55,D55-60,D60-65,D65-70,D70-75,D75-80,D80-85,DC0-5,DC5-10,DC10-15,DC15-20,DC20-25,DC25-30,DC30-35,DC35-40,DC40-45,DC45-50,DC50-55,DC55-60,DC60-65,DC65-70,DC70-75,DC75-80,DC80-85,ETU0-5,ETU5-10,ETU10-15,ETU15-20,ETU20-25,ETU25-30,ETU30-35,ETU35-40,ETU40-45,ETU45-50,ETU50-55,ETU55-60,ETU60-65,ETU65-70,ETU70-75,ETU75-80,ETU80-85,H0-5,H5-10,H10-15,H15-20,H20-25,H25-30,H30-35,H35-40,H40-45,H45-50,H50-55,H55-60,H60-65,H65-70,H70-75,H75-80,H80-85,V0-5,V5-10,V10-15,V15-20,V20-25,V25-30,V30-35,V35-40,V40-45,V45-50,V50-55,V55-60,V60-65,V65-70,V70-75,V75-80,V80-85
182,17,35,22,24,36,18,11,17,19,7,12,6,5,3,2,1,1,16,31,20,23,36,17,11,15,18,7,12,6,5,3,2,1,1,22,36,14,16,34,16,8,20,20,8,6,2,6,4,4,0,2,11,27,15,18,26,12,11,12,10,6,9,3,3,1,2,1,1,10,22,14,14,24,11,9,11,10,5,7,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,17,35,22,24,36,18,11,17,19,7,12,6,5,3,2,1,1,16,31,20,23,36,17,11,15,18,7,12,6,5,3,2,1,1,22,36,15,16,34,16,8,20,20,8,7,2,6,4,4,0,2,11,27,15,18,26,12,11,12,10,6,9,3,3,1,2,1,1,10,22,14,14,24,11,9,11,10,5,7,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,17,35,22,25,36,18,11,17,19,7,12,6,5,3,2,1,1,16,32,21,23,36,17,11,15,18,7,12,6,5,3,2,1,1,22,36,16,16,34,16,8,20,20,8,8,2,6,4,4,0,2,11,28,15,18,26,12,11,12,10,6,9,3,3,1,2,1,1,10,22,14,14,24,11,9,11,10,5,7,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,17,35,22,25,36,18,11,17,19,7,12,6,5,3,2,1,1,16,33,21,23,36,17,11,15,18,7,12,6,5,3,2,1,1,22,36,16,16,35,16,8,20,20,8,8,2,6,4,4,0,2,11,28,15,18,26,12,11,12,10,6,9,3,3,1,2,1,1,10,23,14,14,24,11,9,11,10,5,7,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,17,35,22,25,36,18,11,17,19,7,12,6,5,3,2,1,1,16,33,21,23,36,17,11,15,18,7,12,6,5,3,2,1,1,22,36,16,16,36,16,8,20,20,8,8,2,6,4,4,0,2,11,28,15,18,26,12,11,12,10,6,9,3,3,1,2,1,1,10,23,14,14,24,11,9,11,10,5,7,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,17,36,23,25,36,18,12,17,19,7,12,6,5,3,2,1,1,16,33,21,23,36,17,11,15,18,7,12,6,5,3,2,1,1,22,36,16,16,36,16,8,20,20,8,8,2,6,4,4,0,2,11,28,15,18,26,12,11,12,10,6,9,3,3,1,2,1,1,10,23,14,14,24,11,9,11,10,5,7,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,17,36,23,25,36,19,12,17,19,7,13,6,5,3,2,1,1,16,33,21,23,36,18,11,15,18,7,12,6,5,3,2,1,1,22,36,16,16,37,16,8,20,20,8,8,2,6,4,4,0,2,11,28,15,18,26,12,11,12,10,6,9,3,3,1,2,1,1,10,23,14,14,24,11,9,11,10,5,7,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,17,36,23,25,36,19,12,17,19,7,13,6,5,3,2,1,1,16,33,21,23,36,18,11,15,18,7,12,6,5,3,2,1,1,22,36,16,16,38,16,8,20,20,8,8,2,6,4,4,0,2,11,28,15,18,26,12,11,12,10,6,9,3,3,1,2,1,1,10,23,14,14,24,11,9,11,10,5,7,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,18,36,23,25,36,20,12,17,19,7,13,6,5,3,2,1,1,16,34,21,23,36,18,11,15,18,7,12,6,5,3,2,1,1,22,36,16,16,38,17,8,20,20,8,8,2,6,4,4,0,2,11,29,15,18,26,12,11,12,10,6,9,3,3,1,2,1,1,10,24,14,14,24,11,9,11,10,5,7,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,18,36,24,26,36,20,12,17,19,7,13,6,5,3,2,1,1,17,34,21,23,36,19,11,15,18,7,12,6,5,3,2,1,1,22,36,16,16,38,18,8,20,20,8,8,2,6,4,4,0,2,12,29,15,18,26,12,11,12,10,6,9,3,3,1,2,1,1,10,24,14,14,24,11,9,11,10,5,7,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,18,36,24,26,36,20,12,17,20,7,13,6,5,3,2,1,1,17,34,21,23,36,19,11,15,18,7,12,6,5,3,2,1,1,22,36,16,16,38,18,8,20,20,8,8,2,6,4,4,0,2,12,29,15,18,26,12,11,12,10,6,9,3,3,1,2,1,1,11,24,14,14,24,11,9,11,10,5,7,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,18,36,24,26,36,20,12,17,20,7,13,6,5,3,2,1,1,17,34,21,23,36,19,11,15,19,7,12,6,5,3,2,1,1,22,36,16,16,38,18,8,20,20,8,8,2,6,4,4,0,2,12,29,15,18,26,12,11,12,11,6,9,3,3,1,2,1,1,11,24,14,14,24,12,9,11,10,5,7,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,18,36,24,26,36,20,12,17,20,7,13,6,5,3,2,1,1,17,34,21,23,36,19,11,16,19,7,12,6,5,3,2,1,1,22,36,17,16,38,18,8,20,20,8,8,2,6,4,4,0,2,12,29,15,18,26,13,11,13,11,6,9,3,3,1,2,1,1,11,24,14,14,24,12,9,12,10,5,7,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,18,36,24,26,36,20,12,17,21,7,13,6,5,3,2,1,1,18,35,21,23,36,19,11,16,19,7,12,6,5,3,2,1,1,22,36,18,17,38,18,8,20,20,8,8,2,6,4,4,0,2,12,29,15,18,26,13,11,13,11,6,9,3,3,1,2,1,1,11,24,14,14,24,12,9,12,10,5,7,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,18,36,24,26,36,20,12,17,21,7,13,6,5,3,2,1,1,18,35,21,23,36,19,12,16,20,7,12,6,5,3,2,1,1,22,36,18,18,38,18,8,20,20,8,8,2,6,4,4,0,2,12,29,15,18,26,13,11,13,11,6,9,3,3,1,2,1,1,11,24,14,14,24,13,9,12,10,5,7,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,18,36,24,26,36,20,12,17,21,7,13,6,5,3,2,1,1,18,36,21,23,36,19,12,16,20,7,13,6,5,3,2,1,1,22,37,18,18,38,18,8,20,20,8,8,2,6,4,4,0,2,12,29,15,18,26,14,11,13,11,6,9,3,3,1,2,1,1,11,24,14,14,24,13,9,12,11,5,7,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,18,36,24,26,36,20,12,17,21,7,13,6,5,3,2,1,1,18,36,21,23,36,20,12,16,20,7,13,6,5,3,2,1,1,22,38,18,18,38,18,8,20,20,8,8,2,6,4,4,0,2,12,29,15,18,26,14,11,13,11,6,9,3,3,1,2,1,1,11,24,14,14,24,13,9,12,11,5,7,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,18,36,24,26,36,20,12,17,21,9,13,6,5,3,2,1,1,18,36,21,23,36,20,12,16,20,7,13,6,5,3,2,1,1,22,38,18,18,38,18,8,20,20,8,8,2,6,4,4,0,2,12,29,15,18,26,14,11,13,11,6,9,3,3,1,2,1,1,11,24,14,14,24,13,9,12,11,5,7,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,18,36,24,26,36,20,12,17,21,9,13,6,5,3,2,1,1,18,36,21,24,36,20,12,16,20,7,13,6,5,3,2,1,1,22,38,18,18,38,19,8,20,20,8,8,2,6,4,4,0,2,12,29,15,18,26,14,11,13,11,6,9,3,3,1,2,1,1,11,24,14,14,24,13,9,12,11,5,7,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,18,36,24,26,36,20,12,17,21,9,13,6,5,3,2,1,1,18,36,22,25,36,20,12,16,20,7,13,6,5,3,2,1,1,22,38,18,18,38,20,8,20,20,8,8,2,6,4,4,0,2,12,29,15,18,26,14,11,13,11,6,9,3,3,1,2,1,1,11,24,14,14,24,13,10,12,12,5,8,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,18,36,24,26,36,20,12,17,21,9,13,6,5,3,2,1,1,18,36,22,25,36,20,12,16,20,7,13,6,5,3,2,1,1,22,38,18,19,38,20,8,20,20,8,8,2,6,4,4,0,2,12,29,15,19,26,14,12,13,12,6,9,3,3,1,2,1,1,11,25,14,14,24,14,10,12,12,5,8,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,18,36,24,26,36,20,12,17,21,9,13,6,5,3,2,1,1,18,36,22,25,36,20,12,16,20,7,13,6,5,3,2,1,1,22,38,18,20,38,20,8,20,20,8,8,2,6,4,4,0,2,12,30,15,19,26,14,12,13,12,6,10,3,3,1,2,1,1,11,25,14,14,24,14,10,12,12,5,8,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,18,36,24,26,36,20,12,17,21,9,13,6,5,3,2,1,1,18,36,22,25,36,20,12,16,20,7,13,6,5,3,2,1,1,22,38,18,20,38,20,8,20,20,8,9,2,6,4,4,0,2,12,30,15,19,26,15,12,13,12,6,10,3,3,1,2,1,1,11,25,14,14,24,14,10,12,12,5,8,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,18,36,24,27,36,20,12,17,21,9,13,6,5,3,2,1,1,18,36,22,25,36,20,12,16,20,8,13,6,5,3,2,1,1,22,38,18,20,38,20,8,20,20,8,10,2,6,4,4,0,2,12,30,15,19,26,15,12,13,12,7,10,3,3,1,2,1,1,11,25,14,15,24,14,10,12,12,5,8,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,18,36,24,27,36,20,12,17,21,9,13,6,5,3,2,1,1,18,36,22,25,36,20,12,16,20,8,13,6,5,3,2,1,1,22,38,18,21,38,20,8,20,21,8,10,2,6,4,4,0,2,12,30,15,20,26,15,12,13,12,7,10,3,3,1,2,1,1,11,25,15,15,24,14,10,12,12,6,8,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,18,36,24,27,36,20,12,17,21,9,13,6,5,3,2,1,1,18,36,22,25,36,20,12,16,20,8,13,6,5,3,2,1,1,22,38,18,22,38,20,8,20,22,8,10,2,6,4,4,0,2,12,30,16,20,26,15,12,13,12,7,10,3,3,1,2,1,1,11,25,15,15,24,14,10,12,12,6,8,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,18,36,24,27,36,20,12,17,21,9,13,6,5,3,2,1,1,18,36,22,25,36,20,12,16,20,9,13,6,5,3,2,1,1,22,39,18,22,38,20,8,20,22,8,10,2,6,4,4,0,2,12,30,16,20,26,15,12,13,12,8,10,3,3,1,2,1,1,11,25,15,15,24,14,10,12,12,6,8,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,18,36,24,27,36,20,12,17,21,9,13,6,5,3,2,1,1,18,36,22,25,36,20,12,16,20,9,13,6,5,3,2,1,1,23,40,18,22,38,20,8,20,22,8,10,2,6,4,4,0,2,12,30,16,20,26,15,12,13,12,8,10,3,3,1,2,1,1,11,25,15,15,24,14,10,12,12,7,8,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,18,36,24,27,36,20,12,17,21,9,13,6,5,3,2,1,1,18,36,22,25,36,20,12,16,21,9,13,6,5,3,2,1,1,24,40,18,22,38,20,8,20,22,8,10,2,6,4,4,0,2,12,30,16,20,26,15,12,13,13,8,10,3,3,1,2,1,1,11,25,15,15,24,14,10,12,12,7,8,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,18,36,24,27,36,20,12,17,21,9,13,6,5,3,2,1,1,18,36,22,25,36,20,12,16,21,9,13,6,5,3,2,1,1,24,40,18,22,38,20,8,20,22,8,10,2,6,4,4,0,2,12,30,16,20,26,15,12,13,13,8,10,3,3,1,2,1,1,11,25,15,15,24,14,10,12,13,7,8,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,18,36,24,27,36,20,12,17,21,9,13,6,5,3,2,1,1,18,36,23,25,36,20,12,16,21,9,13,6,5,3,2,1,1,24,40,18,22,38,20,8,20,22,8,10,2,6,4,4,0,2,12,30,17,20,26,15,12,13,13,8,10,3,3,1,2,1,1,11,25,15,15,24,14,10,12,13,7,8,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,18,36,24,27,36,20,13,17,21,9,13,6,5,3,2,1,1,18,36,23,25,36,20,12,16,21,9,13,6,5,3,2,1,1,24,40,18,22,38,20,8,20,22,8,10,2,6,4,4,0,2,12,30,17,20,26,15,12,13,13,8,10,3,3,1,2,1,1,11,25,16,15,24,14,10,12,13,7,8,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,18,36,24,27,36,20,13,17,21,9,13,6,5,3,2,1,1,18,36,23,25,36,20,12,16,21,9,13,6,5,3,2,1,1,24,40,18,22,38,20,8,20,22,8,10,2,6,4,4,0,2,12,30,17,20,26,15,12,13,13,8,10,3,3,1,2,1,1,11,25,16,15,24,14,10,12,13,7,8,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,18,36,24,27,36,20,13,17,21,9,13,6,5,3,2,1,1,18,36,23,25,36,20,12,16,21,9,13,6,5,3,2,1,1,24,40,18,22,38,20,8,20,22,8,10,2,6,4,4,0,2,12,30,17,20,26,15,12,13,13,8,10,3,3,1,2,1,1,11,25,16,15,24,14,10,12,13,7,8,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,18,36,24,27,36,20,13,17,21,9,13,6,5,3,2,1,1,18,36,23,25,36,20,12,16,21,9,13,6,5,3,2,1,1,24,40,18,22,38,20,8,20,22,8,10,2,6,4,4,0,2,12,30,17,20,26,15,12,13,13,8,10,3,3,1,2,1,1,11,25,16,15,24,14,10,12,13,7,8,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,18,36,24,27,36,20,13,17,21,9,13,6,5,3,2,1,1,18,36,23,25,36,20,12,16,21,9,13,6,5,3,2,1,1,24,40,18,22,38,20,8,20,22,8,10,2,6,4,4,0,2,12,30,17,20,26,15,12,13,13,8,10,3,3,1,2,1,1,11,25,16,15,24,14,10,12,13,7,8,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,18,36,24,27,36,20,13,17,21,9,13,6,5,3,2,1,1,18,36,23,26,36,20,13,16,21,9,13,6,5,3,2,1,1,24,40,18,22,38,20,8,20,22,8,10,2,6,4,4,0,2,12,30,17,21,26,15,13,13,13,8,10,3,3,1,2,1,1,11,25,16,16,24,14,10,12,13,7,8,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,18,36,24,27,36,20,13,17,21,9,13,6,5,3,2,1,1,18,36,23,26,36,20,13,16,21,9,13,6,5,3,2,1,1,24,40,18,22,38,20,8,21,22,8,10,2,6,4,4,0,2,12,30,17,21,26,15,13,13,13,8,10,3,3,1,2,1,1,11,25,16,16,24,14,10,12,13,7,8,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,18,36,24,27,36,20,13,17,21,9,13,6,5,3,2,1,1,18,36,23,26,36,20,13,16,21,9,13,6,5,3,2,1,1,24,40,18,22,38,20,8,22,22,9,10,2,6,4,4,0,2,12,30,17,21,26,15,13,13,13,8,10,3,3,1,2,1,1,11,25,16,16,24,14,10,12,13,7,8,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,18,36,24,27,36,20,13,17,21,9,13,6,5,3,2,1,1,18,36,23,26,36,20,13,16,21,9,13,6,5,3,2,1,1,24,40,18,22,38,20,8,22,22,10,10,2,6,4,4,0,2,12,30,17,21,26,15,13,13,13,8,10,3,3,1,2,1,1,11,25,16,16,24,14,10,12,13,7,8,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,18,36,25,27,36,20,13,17,21,9,13,6,5,3,2,1,1,18,36,23,26,36,20,13,16,21,9,13,6,5,3,2,1,1,24,40,18,22,38,20,8,22,22,10,10,2,6,4,4,0,2,12,30,17,21,26,15,13,13,13,8,10,3,3,1,2,1,1,11,25,16,16,24,14,11,12,13,7,8,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,18,36,25,27,36,20,13,17,21,9,13,6,5,3,2,1,1,18,36,23,26,36,20,13,16,21,9,13,6,5,3,2,1,1,24,40,18,22,38,20,8,22,22,10,10,2,6,4,4,0,2,12,30,17,21,26,15,13,13,13,8,10,3,3,1,2,1,1,11,25,16,16,24,14,11,12,13,7,8,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,18,36,25,27,36,20,13,17,21,9,13,6,5,3,2,1,1,18,36,23,26,36,20,13,16,21,9,13,6,5,3,2,1,1,24,40,18,22,38,20,8,22,22,10,10,2,6,4,4,0,2,12,30,17,21,26,15,13,13,13,8,10,3,3,1,2,1,1,11,25,16,16,24,14,11,12,13,7,8,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,18,36,25,27,37,20,13,17,21,9,13,6,5,3,2,1,1,18,36,24,26,36,20,13,16,21,9,13,6,5,3,2,1,1,24,40,18,22,38,20,8,22,22,10,10,2,6,4,4,0,2,12,30,17,21,26,15,13,13,13,8,10,3,3,1,2,1,1,11,25,16,16,24,14,11,12,13,7,8,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,18,36,26,27,37,21,13,17,21,9,13,7,5,3,2,1,1,18,36,24,26,36,20,13,16,21,9,13,6,5,3,2,1,1,24,40,18,22,38,20,8,22,22,10,10,2,6,4,4,0,2,12,30,17,21,26,15,13,13,13,8,10,3,3,1,2,1,1,11,25,16,16,24,14,11,12,13,7,8,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,18,36,26,28,37,21,13,18,21,9,13,7,5,3,2,1,1,18,36,24,26,36,20,13,16,21,9,13,6,5,3,2,1,1,24,40,18,22,38,20,9,22,22,10,10,2,6,4,4,0,2,12,30,17,21,26,15,13,13,13,8,10,3,3,1,2,1,1,11,25,16,16,24,14,11,12,13,7,8,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,18,36,26,28,37,21,13,18,23,9,13,7,5,3,2,1,1,18,36,24,26,36,20,13,16,21,9,13,7,5,3,2,1,1,24,40,18,22,38,20,10,22,22,10,10,2,6,4,4,0,2,12,30,17,21,26,15,13,13,13,8,10,3,3,1,2,1,1,11,25,16,16,24,14,11,12,13,7,8,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,18,36,26,28,37,21,13,18,23,9,13,7,5,3,2,1,1,18,36,24,26,36,20,13,16,21,9,13,7,5,3,2,1,1,24,40,18,22,38,20,10,22,22,10,10,2,6,4,4,0,2,12,30,17,21,26,15,13,13,13,8,10,3,3,1,2,1,1,11,25,16,16,24,14,11,12,13,7,8,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,19,37,26,30,37,21,13,18,23,9,13,7,5,3,2,1,1,18,36,24,26,36,20,13,16,21,9,13,7,5,3,2,1,1,24,40,18,22,38,20,10,22,22,10,10,2,6,4,4,0,2,12,30,17,21,26,15,13,13,13,8,10,3,3,1,2,1,1,11,25,17,16,24,14,11,12,13,7,8,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,19,37,26,30,37,21,14,18,23,9,13,7,5,3,2,1,1,18,36,24,26,36,20,13,16,21,9,13,7,5,3,2,1,1,24,40,18,22,38,20,10,22,22,10,10,2,6,4,4,0,2,12,30,18,21,26,15,13,13,13,8,10,3,3,1,2,1,1,11,25,17,16,24,14,11,12,13,7,8,2,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,19,37,26,30,37,21,14,18,23,9,13,7,5,3,2,1,1,18,36,24,26,37,20,13,16,22,9,13,7,5,3,2,1,1,24,40,18,22,38,20,10,22,22,10,10,2,6,4,4,0,2,12,30,18,21,27,15,13,13,14,8,10,3,3,1,2,1,1,11,25,17,16,24,14,11,12,14,7,8,3,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,19,37,26,30,37,21,14,18,23,9,13,7,5,3,2,1,1,18,36,25,27,37,20,13,16,22,9,13,7,5,3,2,1,1,24,40,18,22,38,20,10,22,22,10,10,2,6,4,4,0,2,12,30,19,22,27,15,13,13,14,8,10,3,3,1,2,1,1,11,25,17,17,25,14,11,12,14,7,8,3,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,19,37,26,30,37,21,14,18,23,9,13,7,5,3,2,1,1,18,37,25,27,37,20,13,16,22,9,13,7,5,3,2,1,1,24,40,18,22,38,20,10,22,22,10,10,2,6,4,4,0,2,12,31,19,22,27,15,13,13,14,8,10,4,3,1,2,1,1,11,25,18,17,25,14,11,12,14,7,8,3,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,19,37,26,30,37,21,14,18,23,9,13,7,5,3,2,1,1,18,37,25,27,37,20,13,16,22,9,13,7,5,3,2,1,1,24,40,18,22,38,20,10,22,22,10,10,2,6,4,4,0,2,12,31,19,22,27,15,13,13,14,8,10,4,3,1,2,1,1,11,25,18,17,25,14,11,12,14,7,8,3,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,19,37,26,30,37,21,14,18,23,9,13,7,5,3,2,1,1,19,37,25,27,37,20,13,16,22,9,13,7,5,3,2,1,1,24,40,18,22,38,20,10,22,22,10,10,2,6,4,4,0,2,13,31,19,22,27,15,13,13,14,8,10,4,3,1,2,1,1,11,25,18,17,25,14,11,12,14,7,8,3,3,0,1,1,1,0,1,0,3,2,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
